xAcc,yAcc,zAcc,xGyro,yGyro,zGyro
8.07,-0.59,5.48,0.37,1.04,-2.08
14,1.71,-2.51,-9.03,-78.8,11.05
6.62,-4.67,-7.02,-136.29,58.78,49.32
9.91,-1.36,-3.28,-10.93,-20.26,9.34
5.76,-0.63,-4.45,-14.59,19.1,13.55
6.09,6.54,3.91,15.81,-10.31,-30.4
8.63,-1.27,-5.89,-13.18,-5.19,-8.06
2.14,15.57,11.37,-87.34,-175.6,42.24
7.04,-0.72,-5.33,-8.73,2.75,-2.26
6.69,0.89,-9.87,1.1,13.61,-15.2
8.29,1.21,-3.31,-72.39,16.3,-10.86
6.37,-0.4,7.54,1.22,1.65,-2.38
8.22,0.17,-5.91,-4.64,3.42,-6.53
7.28,0.22,-7.77,-13.37,-6.1,-7.02
11.22,-10.57,-6.88,2.2,-0.85,-32.41
6.78,2.05,-5.6,3.11,-13.18,-21.36
2.79,-4.64,5.59,33.63,-1.46,-57.07
6,0.26,7.96,0.12,3.97,-1.1
6.65,0.57,-2.59,23.8,-4.33,-19.23
2.6,-7.13,6.65,-0.43,0.61,-0.49
5.89,1.34,-5.6,-2.99,-6.9,-1.89
9.48,-2.21,-6.64,19.71,8.54,-6.77
8.68,-3.89,-2.49,-1.1,0.55,-5.74
8.82,-2.76,-2.6,-2.2,-0.43,-2.08
6.52,2.48,6.46,-2.62,-2.5,0.31
7.75,-1.42,-5.88,56.82,-11.96,-42.05
5.51,1.1,-5.63,13.73,-0.92,-9.28
7.26,-3.13,-2.82,-65.61,10.07,26.06
6.28,-1.42,7.76,2.93,-0.98,-7.08
5.77,0.29,8.23,-5.07,3.05,-19.29
6.56,-3.42,-6.8,67.2,-17.7,-46.08
10.35,-1.21,-3.89,-20.87,3.05,24.54
7.15,-4.4,-4.57,37.72,-13.55,-19.9
7.08,-1.31,-7.09,2.2,1.16,-6.04
6.68,-0.62,-6.96,-3.91,-4.03,-3.66
6.09,-0.99,7.84,-0.67,1.16,-1.22
8.27,-2.12,-4.49,-0.55,0.37,-1.59
9.65,-3.57,-7.64,13.79,12.33,-19.29
8.11,0.67,-4.55,-26.73,-1.71,-29.72
7.26,-1.05,7.45,-2.26,-18.49,13.73
8.61,-4.44,-5.88,45.04,-6.96,-27.89
8.95,-1.86,-5.13,1.04,-4.03,7.08
8.02,-2.35,-4.43,-7.26,-1.95,18.62
6.42,0.75,7.46,-0.37,0.55,-0.92
8.04,-2.31,-4.69,0,-1.28,-0.24
5.52,-3.26,-6.6,68.97,-17.03,-67.44
7.78,-1.2,-8.37,-3.91,17.64,17.76
-2.04,-3.68,-0.18,-27.53,27.34,70.56
5.87,0.27,-6.72,-4.09,-4.15,9.34
5.49,-4.21,7.2,-0.98,1.04,-0.92
7.45,-0.81,-4.7,29.05,-4.09,-1.16
4.02,0.61,-2.3,-2.32,1.04,-17.94
9.01,-3.91,-3.49,7.51,-19.1,37.84
4.47,-5.46,7.12,-0.31,0.79,-1.1
7.05,-2.45,-6.76,40.59,-12.45,-36.87
9.19,-1.99,-2.64,-2.75,1.53,-0.73
7.93,3.97,-3.11,57.74,-15.01,-19.35
6.64,-2.17,-6.44,-22.83,0.98,22.03
4.38,-6.24,6.48,-1.1,0.67,-1.46
5.09,1.59,-4.46,0.18,-3.72,-4.03
7.28,-0.69,-3.11,31.74,-0.43,-39.49
7.55,-0.03,-4.46,32.35,17.33,-18.25
8.03,-2.9,-6.33,13.92,-6.65,-12.33
5.88,-4.51,-4.98,5.37,2.2,-14.47
8.38,-3.01,-3.01,-1.83,0.49,-1.46
4.22,-4.6,7.78,-4.58,-2.38,0.98
6.21,0.34,7.88,-5.62,6.47,-9.16
7.47,2.64,-2.78,46.45,-0.73,-28.44
7.6,3.33,-3.31,-30.76,-7.08,-17.4
7.94,-1.78,-3.18,16.66,-40.1,-1.53
8.56,-1.62,-2.31,-19.35,-7.26,10.99
7.63,-0.52,-6.64,2.62,6.1,19.71
5.77,-0.21,-4.52,6.29,1.22,-8.3
9.23,-7.21,10.37,45.41,-20.02,-4.15
8.64,1.4,-3.86,-38.64,-19.96,14.89
10.4,-5.93,-10.7,71.47,-65.98,15.14
6.49,-4.91,-5.55,-6.29,7.51,20.2
5.62,-0.88,-5.21,-3.42,-9.09,2.5
8.72,-2.02,-4.19,0.49,3.85,-2.2
7.69,-1.78,-5.47,-42.05,6.41,19.1
5.48,0.6,-3.77,3.36,0.55,6.23
6.88,-3.49,-6.45,42.54,-6.23,-45.1
24.05,6.77,-12.41,-41.99,-37.78,-2.62
6.81,-3.04,6.62,-0.06,0.49,-0.79
6.16,0.68,-6.01,8.36,1.46,-15.81
7.31,-3.29,-5.85,7.57,-3.36,-13.06
3.6,-6.44,6.69,-1.83,1.65,-2.2
6.23,-1.93,8.16,-32.04,-9.83,17.52
6.74,-4.48,-3.89,-7.75,-3.54,4.33
3.64,-6.24,6.95,-0.55,0.43,-1.65
5.44,3.28,6.7,30.09,-0.49,-22.34
3.21,-7.1,4.93,25.33,-13.43,-20.45
6.26,0.12,-6.44,8.54,0.06,-9.03
6.16,1.49,-3.41,-23.86,-9.52,6.35
8.54,-2.42,-3.79,27.47,-5.55,-7.2
10.29,-0.08,-5.31,-19.17,-3.91,-6.1
7.01,-2.51,-5.67,13.55,2.62,-20.14
6.54,-1.49,-7.2,-71.35,6.71,54.87
8.07,0.71,6.36,-36.87,24.35,36.5
6.84,2.96,-6.22,35.28,-7.63,-29.05
7.62,2.52,-4.28,-23.32,4.76,16.11
5.46,-0.24,8.36,9.22,0.73,1.71
5.1,-3.33,7.9,25.15,-5.98,-2.87
8.75,2.81,-5.35,-7.63,-18.01,22.28
8.63,-0.58,-7.17,3.11,-22.64,-7.39
9.07,-2.78,-1.94,-0.49,0.31,-0.98
6.65,0.99,-3.67,-6.23,1.83,-6.65
6.23,1.35,-6.7,-19.23,-12.82,22.28
6.59,-5.19,-0.57,26.25,-36.13,-6.84
7.86,-1.79,-4.51,1.83,-1.4,-6.9
6.48,1.78,-4.84,-0.98,-4.21,7.81
8.38,-6.42,-6.71,-8.91,7.57,-26.67
4.63,-7.9,3.97,-0.37,0.06,-0.49
7.38,2.23,-7.28,11.17,0.61,-24.72
7.64,-4.14,-4.71,-20.87,4.46,5.92
5.27,-3.08,8.09,-7.81,5.31,2.56
5.12,-2.62,-5.32,18.55,1.77,-11.78
7.04,-1.62,-5.84,-27.28,2.44,18.98
8.91,-1.27,-5.49,10.68,-3.72,7.08
8.16,-2.17,-4.71,-0.79,0.79,-0.67
7.53,-4.39,-6.28,17.4,3.85,-9.09
5.69,-2.19,-2.58,73.55,16.85,-37.41
9.17,-3.69,-6.39,2.56,2.87,-8.91
5.77,-4.85,6.56,0.24,0.67,-1.71
5.5,-2.3,-6.82,-76.11,36.56,79.71
3.97,-0.44,-6,-10.74,-5.43,12.15
7.73,1.34,-4.22,-112.61,68.05,30.7
6.75,-3.55,6.85,1.28,-1.1,-8
6.82,-0.5,-8.81,-4.39,-3.66,20.32
6.15,-0.1,-8.52,12.63,7.57,8.85
8.48,-2.51,-4,-78.43,43.15,29.48
3.32,-7.91,5.22,10.56,-4.39,-7.69
4.95,-2.71,-3.56,-115.78,7.51,44.07
4.94,-2.28,-8.18,-39.06,3.23,30.94
7.13,-0.15,-1.53,12.76,-0.55,-2.56
7.58,0.72,-6.48,-68.73,15.81,50.05
9.81,0.03,-7.97,-63.72,13.98,57.43
8.66,3.39,-9,-9.95,7.81,6.71
6.31,3.07,-4.21,-16.17,-3.97,3.17
7.13,-1.81,-4.4,-9.58,-59.57,-6.47
-2.28,-6.21,-0.53,-2.32,-29.36,-5.25
7.04,1.02,-3.54,-11.11,2.69,21.61
3.83,-7.68,5.49,14.95,-9.77,-17.46
8.3,-1.02,-3.54,21.61,-2.38,-30.52
25.69,11.18,9.29,-66.04,-222.11,57.74
7.93,-1.63,-5.21,16.72,-5.62,-11.11
4.19,-6.64,6.33,4.33,-3.66,2.56
5.95,-4.38,-8.11,9.58,29.05,17.33
12.77,-0.69,-8.8,-3.6,6.71,-11.41
9.23,-1.14,-3.38,-33.02,3.91,4.39
6.42,-0.71,-7.32,-3.97,3.17,-11.78
6.41,-2.44,-5.77,10.56,-8.12,-1.46
7.47,-0.38,-6.76,-7.87,11.84,-9.83
7.18,1.73,-5.77,23.62,-2.38,-30.33
6.19,-2.39,7.5,-5.68,2.87,8.61
4.42,-2.24,-5.3,35.4,-7.69,-8.79
6.06,-3.27,1.48,-14.04,-9.77,32.65
6.96,-1.22,-6.78,23.07,-2.32,-11.05
11.02,-2.76,-6.99,30.82,-2.01,-9.22
8.15,-0.82,6.49,-4.64,-31.62,-22.71
4.67,1.59,7.68,31.13,19.29,-13.55
6.69,-0.82,-5.35,37.11,-4.27,-35.03
7.38,-3.09,-4.92,-47.18,9.4,20.87
8.85,-0.44,-10.57,-12.88,-18.74,3.54
7.31,-1.2,-5.35,-8.79,-6.04,-7.2
7.34,-1.25,-5.45,-32.96,1.46,25.63
6.06,1.6,-8.49,-0.55,11.35,-14.89
7.24,-0.4,-5.77,-6.71,-9.46,7.51
5.38,-5.13,6.66,-0.31,0.92,-1.04
2.55,-7.06,6.66,-0.61,0.24,-0.98
8.41,-1.94,-4.39,-7.08,-3.3,-1.16
9.58,-1.74,-7.97,-45.65,30.27,41.63
8.36,-2.68,4.5,-10.01,21.91,2.08
8.03,1.98,-7.95,3.6,28.99,-22.09
10.87,1.99,-3.59,-5.37,0.18,-35.58
6.08,3.5,-3.31,1.04,-9.83,23.01
11.52,-2.66,-5.6,3.97,-20.02,88.13
5.54,-5.49,6.33,-0.85,-0.18,-1.16
7.66,-3.08,-3.72,-33.26,12.63,18.31
6.4,4.44,5.31,-29.05,15.63,33.63
5.84,1.38,-5.75,1.59,-7.75,3.48
5.14,0.24,-3.87,-62.62,32.29,13.24
15.93,-11.27,-10.88,-16.11,-3.85,-21.79
7.29,-4.4,-5.39,-49.07,24.48,40.41
2.9,-11.49,2.42,-66.04,-16.05,73.91
8.21,-2.33,-5.54,-7.02,10.93,24.35
12.36,-5.3,-10.32,5.68,-7.2,-5.49
8.24,-1.23,-4.58,-19.9,2.44,11.11
7.4,0.75,6.53,16.72,-5.62,-12.45
6.42,-0.16,7.73,1.71,3.97,-1.46
6.03,-3.7,6.96,-0.31,0.67,-0.92
3.01,-0.21,-6.37,-8.73,13.24,19.17
7.31,-1.68,6.5,-0.43,0.24,-1.04
6.72,-0.67,-5.64,63.78,-19.96,-63.11
7.26,-2.44,-5.13,-2.56,5.68,22.34
7.71,-1.3,-4.93,5.98,6.35,4.94
7.93,-1.13,-5.44,-9.4,5.19,16.6
-1.8,-0.51,-2.83,-93.08,17.03,-6.84
4.91,-3.78,7.54,-8,-2.14,-1.34
5.25,0.97,-3.55,18.13,-0.43,-8.97
5.45,-2.64,-2.01,5.98,2.08,-0.24
5.79,-1.73,7.91,-17.15,1.46,6.59
6.97,0.24,-4.98,-5.07,-2.93,6.16
5.46,-5.08,6.88,-17.46,0.79,27.65
7.62,0.91,-5.47,-1.65,-15.14,-1.95
8.76,-2.66,-5.19,-8.97,4.94,3.23
6.26,1.45,-6.71,-66.16,30.15,59.02
9.88,-1.22,-6.94,-23.01,19.41,40.89
7.16,0.44,-3.26,51.03,1.16,15.08
10.78,1.27,-6.58,-11.96,-1.83,27.83
6.21,-2.1,-6.36,52.06,-6.35,-42.97
5.27,-0.77,8.54,13.49,48.16,-5.37
8.78,-1.91,-2.71,-3.11,-2.99,0.73
5.17,-6.01,9.64,-4.21,1.34,11.11
8.1,-2.76,-3.81,2.38,-51.15,-13.49
3.98,-5.25,7.49,-13.18,15.75,14.77
6.52,1.21,-3.77,-20.51,6.04,8.85
5.49,-3.21,7.72,17.58,-4.33,-14.16
6.22,-2.03,-6.31,-2.93,1.4,17.03
6.79,-2.14,-4.23,-1.59,15.5,8.79
11.47,-5.05,-4.91,-36.87,19.84,-30.46
5.1,-0.33,-4.36,3.17,-2.56,0.06
6.11,0.03,-6.78,11.41,-2.2,-21.73
10.55,-2.03,-4.83,-43.7,-6.65,18.19
6.9,-1.98,-6.47,0.37,-4.7,-2.14
-8,7.22,-11.73,77.45,-211.91,30.27
8.44,-4.15,-2.46,-0.49,0.49,-0.37
9.1,-2.72,-1.95,-0.43,0.12,-0.79
8.46,-1.88,-4.71,23.44,-11.29,-27.47
5.86,-1.71,-6.91,-28.02,20.51,20.69
7.45,0.87,-4.48,-24.29,4.76,12.02
5.41,-0.62,-5.92,21.55,-0.18,-11.29
7.37,-1.1,-5.66,-13.61,2.87,-12.88
8.14,-0.66,5.63,0.37,0.73,-1.16
6.15,1.35,-7.82,-86.79,27.1,64.88
5.13,-4.67,-4.19,20.63,-1.46,-9.09
8.81,-7.88,-6.99,13.24,-6.47,-26.73
3.85,-0.69,-4.15,-20.45,4.09,28.75
9.5,-1.98,-1.63,-1.46,2.81,5.62
6.24,-0.95,7.69,0.06,0.49,-1.46
5.24,-3,7.92,-5.07,0.06,-1.77
5.8,-3.87,7.19,-1.71,-0.12,-1.22
8,0.82,-7.1,58.9,-7.57,-37.84
5.65,-1.59,-7.02,-21.12,14.71,31.19
8.43,2.4,-3.79,9.83,-10.56,-26.25
9.25,2.17,-5.34,71.59,-30.52,-13.79
7.79,-1.32,5.86,-0.24,0.37,-1.1
6.09,-3.28,-6.87,13.49,-6.16,-22.89
11.01,-2.91,-9.17,-81.54,5.68,97.96
8.79,-4.38,-0.56,90.27,15.44,13.55
4.71,1.28,-3.12,0.43,2.69,-5.55
6.86,1.3,-5,-40.41,5,12.02
6.05,-1.05,7.83,5.92,-2.81,-3.3
7.97,-1.28,-5.98,5.55,0.73,7.26
2.03,11.41,13.28,-77.76,-75.56,46.63
-5.01,-4.21,6.55,-30.82,18.62,-35.03
6.83,-1.4,-7.86,20.02,11.47,-52.49
6,1.2,-8.03,-17.88,2.26,1.4
8.39,-1.29,-3.59,7.75,-1.53,-17.15
7.85,-1.07,5.59,-5.55,9.03,14.28
3.68,-1.78,-8.45,14.16,54.32,13.24
6.41,2.09,-4.53,-15.93,0.43,18.43
8.28,-0.86,-2.49,-47.97,24.17,27.53
7.81,-1.94,-4.83,55.6,-5.98,42.79
5.37,0.07,-3.86,-1.89,-1.59,-4.33
-4.96,2.4,-3.03,-26.49,-84.9,-28.69
7.04,-0.91,-5.59,-44.98,11.72,23.13
8.32,0.15,-3.21,4.33,3.97,5.37
7.72,-1.98,-5.11,17.33,-5.68,-38.09
8.43,-3.47,-4.83,37.54,-1.71,-30.82
7.21,0.44,-6.28,36.68,1.83,-28.38
9.25,-2.18,-2.92,-1.16,-0.92,-1.34
5.34,0.18,-5.22,-17.4,-5.98,3.05
7.44,1.29,-5.55,6.77,5.25,-11.54
6.15,-3.38,-4.09,-18.74,5,23.19
4.87,-2.33,-5.47,-143.31,24.23,43.95
10.91,-1.72,-3.65,-20.14,-8.97,-1.28
7.32,1.27,-5.33,-23.56,-17.64,4.27
7.78,-0.55,-5.38,-2.99,-5.07,11.41
6.71,-0.42,-8.79,-2.5,-2.01,-7.69
1.4,-8.79,4.99,40.16,28.44,-24.96
9.15,-2.7,-1.98,-0.49,0,-0.31
8.79,-2.27,-8.04,3.54,8.24,7.57
6.47,-1.89,7.34,-37.05,17.52,21.91
8.86,-4.04,-3.06,1.04,-0.31,-3.3
6.58,-2.12,6.99,-24.6,13.37,30.58
5.23,0.67,-6.34,3.3,-1.95,-6.29
6.94,1.08,-5.83,-59.63,-6.16,52.43
5.91,-3.03,7.34,-6.04,1.28,0.06
9.09,-2.78,-2,-0.37,0.31,-0.67
9.57,-1.23,-6.4,-5.19,-1.65,12.63
4.38,-3.3,-7.24,-19.41,-14.89,8
7.39,-1.5,-4.8,6.96,2.81,-0.73
5.77,-3.48,7.22,7.32,0.31,-3.85
10.43,-4.75,-5.33,-59.88,7.87,17.58
8.87,-3.93,-3.51,-42.66,5.8,11.35
6.54,-6.15,-8.17,-85.94,29.24,60
5.03,-0.11,-7.01,61.77,-8.36,-76.78
6.39,-2.61,-3.44,27.28,10.62,-28.26
5.7,-2.69,7.73,-0.31,-0.73,-1.04
6.49,0.83,-5.28,-23.01,-15.56,1.04
13.64,5.37,2.03,22.03,-5.43,-38.02
11.2,-8.48,-8.56,52.73,-14.22,-104.06
5.64,-2.45,-2.29,-42.79,-31.56,34.79
6.3,-1.31,-8.14,1.53,9.7,-9.7
6.55,0.98,-6.4,68.05,-29.36,-26.98
3.75,-4.26,-5.17,-4.76,-30.76,-4.94
8.05,0.08,-5.74,-8.24,4.21,6.53
9,0.26,-8.16,-1.22,21.79,-20.81
7.06,0.04,-5.74,-4.46,-1.34,7.26
10.89,4.47,-11.48,-22.46,1.16,65
13.02,-4.42,-7.33,-1.04,-10.38,-15.26
8.79,0.17,-5.92,-16.42,-3.85,8.73
4.35,-0.3,-6.21,-5.25,-5.62,8.85
9.62,-2.73,-3,5.62,-0.55,-2.2
4.96,-5.01,7.13,2.87,1.89,-6.47
1.91,-10.04,0.9,-0.92,-1.28,2.93
6.49,-2.4,-7.18,-15.44,-61.71,8.67
7.15,-3.58,-5.69,-130.92,38.51,45.23
8.38,-2.76,-2,-7.87,-5.25,2.26
6.55,0.92,-4.52,32.84,4.76,-6.59
7.61,-2.11,-4.65,36.99,-10.62,-13.06
4.2,-3.84,-6.29,69.46,-7.45,-66.41
11.51,1.2,-5.47,-16.11,5.55,-23.62
9.33,-1.75,-5.18,-31.86,-9.83,-3.54
9.32,-2.03,-7.69,44.56,-19.35,-46.26
7.81,-1.27,5.9,-0.31,0.24,-1.4
6.09,-1.13,7.81,0,0.37,-1.59
5.41,-1.46,8.13,0.12,2.26,-0.43
5.9,0.44,-5.95,5.25,-19.41,3.54
8.1,0.79,-4.58,19.17,13.67,-15.5
8.58,-2.03,-3.54,29.36,-37.66,-4.76
6.59,-0.28,-4.03,-44.19,-5.19,-25.27
6.86,0.07,-6.06,-15.01,-13.98,34.12
9.01,-2.9,-2.74,-0.37,-0.43,-1.53
8.06,-1.58,-5.6,2.5,-17.33,11.9
4.65,-5.09,-7.31,-26.92,50.54,-9.22
9.57,-1.99,-1.18,0.24,0.67,-1.71
8,-2.03,-3.9,-38.45,5.25,29.91
7.83,-1.48,-4.91,21.06,-3.78,-4.46
8.73,-2.34,-4.52,-7.81,-57.86,-5.8
3.66,-3.22,-5.22,12.51,-8.36,-21.06
7,0,-1.41,13.67,9.52,-5.31
6.55,2.62,-5.21,-2.2,-12.15,6.29
9.47,-0.4,-5.55,-19.9,10.56,5.43
8.47,-2.19,-4.16,-5.86,13.43,-2.56
7.17,-3.46,6.21,-20.94,-57.01,-123.47
6.69,-0.69,-5.37,29.54,-7.45,-27.34
6.22,-1.54,-4.14,6.71,5,-7.51
4.53,2.13,-5.58,1.1,6.1,-7.69
5.96,-5.22,6.16,1.22,-0.98,1.95
6.5,0.67,-2,11.41,7.32,-9.64
8.16,0.95,-7.11,19.29,18.43,-37.66
8.15,-4.14,-4.85,19.17,-12.63,-4.33
2.58,-6.56,8.67,-23.99,16.24,-6.9
8.06,-1.29,2.03,-5.43,58.78,-7.2
7.53,1.86,-1.53,-29.6,-13.18,16.05
7.16,3.03,-5.7,-82.82,-6.1,57.74
8.76,-2.99,-2.77,-2.32,0.06,2.14
8.21,-2.59,-6.65,-14.04,-3.72,30.82
5.96,-2.39,-3.35,42.72,-4.88,-23.07
8.21,-4.06,-4.73,3.91,8.12,-10.62
8.73,-3.14,-3,-0.31,0.55,-1.1
8.28,-0.52,-4.11,1.28,-18.74,-27.59
7.69,-1.62,-4.81,5.13,3.05,-5.37
7.64,-0.68,-5.75,-1.16,0.67,-0.61
7.65,-0.88,-6.09,18.62,0.37,1.22
7.68,0.04,-7.33,-34.73,-11.05,35.77
6.49,-0.94,7.7,4.27,-3.3,-4.82
6.22,1.86,-6.69,-41.44,-6.41,23.56
8.61,-3.77,-2.11,0.43,0,-2.81
8.04,-2.28,-6.5,11.11,0.06,-14.16
6.63,-0.56,7.32,-0.79,3.11,6.77
6.03,-4.87,6.42,62.26,-11.66,-52.55
4.73,0.6,-6.58,14.28,1.95,-13.92
9.28,-0.51,-8.23,-39.92,19.59,34.61
2.02,-0.23,-9.86,5.55,12.7,3.42
5.52,-3.19,7.68,-0.24,0.12,-1.16
8.84,-2.01,-2.16,-2.38,-2.75,0.12
7.4,-4.79,-3.21,-51.64,3.42,25.33
5.89,-2.42,7.7,3.11,-0.61,-4.58
6.1,3.47,7.37,-28.14,12.7,8.85
9.58,0.6,-8.19,-9.34,17.76,24.23
5.85,0.78,-6.36,11.17,-4.33,-18.98
5.45,-1,-5.68,-8.73,-8.36,0.31
7.36,-1.08,-6.08,1.16,3.42,-7.32
6.83,3.9,-6.66,-44.92,-7.63,44.8
5.55,-0.32,-6.7,16.3,17.52,-20.26
5.2,-0.78,-5.93,68.18,-9.22,-45.47
7.32,-2.43,-2.26,-36.93,6.41,20.69
5.92,1.19,-6.85,-23.99,-1.22,2.26
5.68,-0.83,7.82,-1.34,2.2,0.61
4.6,2.59,7.98,-0.31,-2.69,1.77
3.5,-6.74,6.65,-3.36,2.2,0.31
5.47,-6.56,-8.31,-46.63,-11.72,16.11
7.13,-2.76,-4.17,-0.79,2.93,6.84
7.72,-0.71,-7.44,2.38,-0.24,-5.13
5.06,-5.04,-5.86,-10.62,-13.92,-23.32
10.88,0.2,-10.68,-8.67,19.65,-14.47
7.71,-1.69,-5.73,23.19,-11.05,-3.17
9.33,-3.27,-2.79,6.65,-3.72,4.88
6.15,-3.14,-6.55,-27.34,6.35,26.12
9.33,-5.88,-6.39,-27.77,-26.31,36.93
7.32,-1.63,-5.81,3.3,-12.57,-3.91
7.17,-5.09,-6.65,-21.85,12.94,7.51
8.41,3.37,-5.16,-1.53,8,12.27
6.31,-0.77,-6.63,-7.39,13.92,14.59
4.45,-6.14,6.57,-0.49,1.1,-0.98
10.5,-1.82,-4.58,-20.2,17.7,31.68
7.21,1.13,-5.19,11.78,13.31,-8.12
8.35,-1.14,2.4,-37.23,66.16,-33.63
9.19,-4.41,-1.88,-40.04,5.92,53.16
7.08,-3.5,-7.24,5.13,-6.47,-0.73
8.86,-2.78,-2.63,0.92,1.16,-1.1
4.77,-1.25,-5.88,-7.32,-8.42,15.56
8.15,-0.82,-4.76,21.24,0.73,-2.01
8.26,0.26,-7.15,-8.06,7.02,-9.7
6.39,0.77,-5.95,13.06,-0.49,-23.25
7.32,-3.98,-6.09,-79.59,-0.49,24.78
5.79,-1.22,-3.47,45.84,7.02,-45.04
10.16,-4.01,-8.49,33.81,-1.83,-32.71
4.22,-2.6,-5.71,73.79,-12.45,-63.78
5.07,-1.47,8.25,-9.64,5.43,-2.01
6.15,-2.92,-3.83,16.3,2.5,-8.79
5.69,-2.88,7.66,-0.49,1.1,-0.92
5.3,-3.47,-1.98,-63.6,-18.92,-14.16
6.11,-3.75,-6.29,7.81,-4.88,-3.42
8.87,-2.12,-2.31,-4.52,-3.17,-0.49
7.2,0.66,-6.61,-5.74,-9.03,7.75
6.15,1.53,-3.41,-35.22,6.16,19.04
8.7,-0.4,-3.49,17.4,3.66,-2.01
4.35,-0.71,-3.9,-2.01,32.78,-14.71
8.71,-3.72,-2.13,-1.28,-0.92,-0.98
5.06,-2.16,7.3,28.93,3.72,-11.54
8.02,-2.88,-4.65,-6.41,-0.31,7.32
8.07,3.83,-5.69,-54.57,-5.8,19.78
8.81,37.54,0.86,-184.27,-164.86,186.71
7.06,0.86,-5.37,10.31,10.56,-4.76
11.83,-0.75,-9.2,-4.27,38.21,33.63
17,2.59,-9.44,-13.24,-2.56,26.25
8.47,-1.96,-3.44,-3.78,-4.52,23.74
7.45,-2.74,-4.77,-25.15,7.26,8.54
9.31,-3.6,-9.84,22.95,-2.99,-21.91
6.64,0.02,-6.32,21.91,5.37,-9.16
5.22,-0.38,-5.07,11.17,-1.1,3.36
6.36,-2.78,-2.68,-2.44,-3.42,-2.14
6.15,0.62,-6.58,-1.89,0.31,20.14
2.96,-2.61,-5.1,37.11,1.22,-13.43
7.92,-2.47,-4.44,-0.31,0.55,9.16
7.82,0.86,-5.19,10.74,3.11,-12.15
7.84,-2.55,-4.36,98.08,26.06,-14.53
8.8,1.02,-5.99,107.18,-35.89,-41.2
7.45,-1.41,-6.66,22.71,1.1,-2.2
5.02,-4.17,7.15,-5.13,1.34,-3.17
5.94,0.27,7.97,-0.79,-0.85,-0.98
6.67,-4.1,-6.44,36.44,-15.08,-50.54
9.06,-0.27,-5.51,24.72,7.14,-26.61
7.44,-2.4,-6.39,14.71,-3.78,4.7
5.76,1.99,7.44,-20.26,6.47,11.35
10.01,0.92,-6.18,-59.57,21.36,19.17
-13.18,-10.04,3.28,-145.32,-26.86,240.72
8.9,-3.54,-1.49,0.43,0.73,-1.28
5.22,-0.28,-4.09,20.2,-2.14,-5.8
13.16,-2.34,-3.75,-53.34,32.35,57.5
4.74,0.67,-5.98,-17.58,13,27.77
10.47,-1.94,-7.53,-22.22,-6.71,30.52
8.72,-2.72,-3.98,-49.26,7.75,6.04
4.93,-0.84,-4.34,4.15,-5.25,-1.28
5.35,-0.7,-4.03,6.96,-3.11,-5.8
5.31,-4.59,7.12,-1.53,-0.06,-0.49
6.43,-0.54,-5.94,-7.69,-5.92,0.98
3.2,0.08,-9.61,2.62,16.72,11.23
7.25,0.13,-7.4,16.48,-0.55,-27.83
7.11,0.42,6.8,-0.61,0.43,-0.43
6.78,-3.98,-1.24,-11.29,3.05,5.37
6.83,0.01,-5.01,5,8.54,-16.24
7.56,-3.51,-5.14,-1.1,-38.39,-5.43
-1.78,-1.54,6.38,-27.1,-1.22,-7.2
9.06,-3.14,-3.45,31.07,-2.01,3.3
5.42,-0.17,-1.65,4.15,2.2,19.78
6.29,0.8,-6.26,-85.39,1.83,79.04
6.02,-3.39,-6.65,-27.77,10.62,35.52
3.1,-3.61,9.41,-28.14,-5.07,-3.66
7.36,-4.26,-4.75,-35.4,12.45,6.96
8.32,2.22,-5.59,-23.44,0.06,-4.39
6.62,-1.91,6.94,1.65,4.03,1.95
8.75,0.09,-8.61,28.81,1.34,-12.57
6.57,-0.25,-3.23,-6.23,8.18,3.17
7.74,1.75,-6.74,25.76,-6.35,-44.25
5.92,-1.74,-6.88,104.49,-3.66,-74.65
8.31,-2.34,-3.78,-12.33,22.16,15.81
6.15,-1.26,7.75,-0.85,-0.31,-1.77
11.52,-3.72,-6.96,19.35,-13.85,6.04
9.87,3.69,-4.03,-7.39,13.55,-12.88
8.89,-2.57,-4.13,85.51,-1.16,-44.56
7.1,-2.23,-6.78,10.38,0.43,5.86
7.77,-1.19,-4.19,0.61,3.54,-21.3
8.66,-1.43,-3.4,-32.29,12.08,13.06
5.27,1.5,-5.39,-1.16,2.62,-1.65
6.11,0.07,-8.99,-33.45,-20.45,13.43
5.12,1.85,-5.69,10.99,4.82,-15.63
7.85,-2.76,-6.81,-4.76,-7.02,3.78
5.46,0.99,-5.67,-58.65,-8.24,48.83
7.03,0.75,-4.01,0.12,17.03,13.37
8.15,-0.14,-8.49,-6.84,4.76,-4.82
8.04,-2.94,-3.97,9.64,1.4,-4.27
7.38,-1.31,-6.9,45.53,-10.74,-47.91
6.67,-1.43,7.17,-0.79,-1.22,-3.3
3.91,-0.7,-7.11,-18.01,-7.2,16.91
8.87,-3.14,-2.09,-0.18,0.37,-1.71
10.53,4.18,-4.15,150.82,-68.54,-52.31
7.28,-3.43,-6.04,36.13,-5.19,-26
6.71,-3.08,-5.77,-69.4,25.57,51.88
7.3,2.95,-4.88,2.44,-7.32,-33.39
8,-1.3,-4.79,-0.12,6.41,-11.66
4.47,-7.94,3.73,-0.12,-0.67,-0.18
7.46,-0.58,-5.38,12.45,1.46,-2.93
